✅ Connected to Ethereum.
📦 Loaded 0 exclusions, 0 bait, 259360 already scanned.
🔍 Starting dust scan...
🟢 0x3d342BfC331De47d1039dFdb312d1dBd87F2ef3A | 0.004593 ETH | Wallet | Block 23095677
🟢 0xdF121Df5Fda3F8f0ce3810803CF10d0c65F0Bf67 | 0.004908 ETH | Wallet | Block 23095991
🟢 0x46446bF4F34d54FD730ECC1D00404EE1F0544743 | 0.000014 ETH | Wallet | Block 23095991
🟢 0xCc78651eB88E5277906069d07d1Ee9C24CF24b23 | 0.004143 ETH | Wallet | Block 23095991
🟢 0x3745219F765362845428aeEB89879F841F063975 | 0.000787 ETH | Wallet | Block 23095991
🟢 0xe4C796800De6d664F8c66960e6a710B7F98cd11e | 0.005142 ETH | Wallet | Block 23095991
🟢 0xb112f589E114c345945C5991851b65f6A66cFEB7 | 0.000013 ETH | Wallet | Block 23095991
🟢 0x81e2A54f15163a2AB973863f877129223464b3F2 | 0.001844 ETH | Wallet | Block 23095991
🟢 0xDee36599c557009b856a7de189C8d6Cd1baB969e | 0.000383 ETH | Wallet | Block 23095991
🟢 0x87942A77E41cc7cC8aF3a4Bad47271375355B693 | 0.003970 ETH | Wallet | Block 23095991
🟢 0xf8912130a09CCCd6D214C66AF73401cd1df6aaFc | 0.000086 ETH | Wallet | Block 23095991
🟢 0x0706eFaD83C08Df40Dd90c10773a563E6EAf4E15 | 0.000351 ETH | Wallet | Block 23095991
🟢 0x05DE2A04bef0eacc2d42Aa78Ef35AAC7b4BF6dF3 | 0.001988 ETH | Wallet | Block 23095991
🟢 0x5b1A54456dd0dC5DaCE662617FC20a747B3fc634 | 0.000080 ETH | Wallet | Block 23095991
🟢 0xE94B239E4C833B06320eE2c96e0d9E874Cf375D8 | 0.000080 ETH | Wallet | Block 23095991
🟢 0x652b4e010F037c0604FEA863075157d6a63d1Bcf | 0.000080 ETH | Wallet | Block 23095991
🟢 0x0f0578047c6d73828f6108647B18736Dd20661b3 | 0.000080 ETH | Wallet | Block 23095991
🟢 0xC054a7E1Ce4dF8787B92778B2Cc76e6133Aa40A4 | 0.000080 ETH | Wallet | Block 23095991
🟢 0x200D33251Fe9abbCb833cD8f2D9028e603FfA5c0 | 0.000080 ETH | Wallet | Block 23095991
🟢 0x3d210568078047dE8e99a6cA68F8290B33272DC1 | 0.000631 ETH | Wallet | Block 23095991
🟢 0xF314f65632bb9FE63Aaf1BC451938aC1794318d5 | 0.001715 ETH | Wallet | Block 23095991
🟡 0x7221E37fEc261309Bf4bD4E95Dc129f1372f8082 | 0.005757 ETH | Contract | Block 23095991
🟢 0x8Ee1D102a187A04c464a7d3930da0558A035458C | 0.001184 ETH | Wallet | Block 23095991
💾 CSV flush: wrote 54 rows to dust_sniper_results_v2.csv
🟢 0x77a1cca886fD8B2C781296d1cE06f0c5B4903fa5 | 0.000049 ETH | Wallet | Block 23095992
🟢 0x5fEd8521B1af8EEF09FD89b071C5E2ABB972d72C | 0.000019 ETH | Wallet | Block 23095992
🟢 0xf2109D14975c7e6B66ed67871DD29a44e8C94049 | 0.000469 ETH | Wallet | Block 23095992
🟢 0xA06461f25cf111658512Ad90A86B4378EABa4420 | 0.000097 ETH | Wallet | Block 23095992
🟢 0xE2d3510693CceaE99E2CAA7688f42c714957BADe | 0.000420 ETH | Wallet | Block 23095992
🟢 0x5a702dAa76d389Cc48f160DF336E044e0569C2dd | 0.000267 ETH | Wallet | Block 23095992
🟢 0xF44Ef11e7549c03736f7a75b39F8Bd9C01B2A965 | 0.002107 ETH | Wallet | Block 23095992
🟢 0x2cb00EA0B94F56C31CCA90c3F283ebe20d42405F | 0.000063 ETH | Wallet | Block 23095992
🟢 0x623dd14d1d3067d3657EaEB2964aa8bB3c782257 | 0.005000 ETH | Wallet | Block 23095992
🟢 0xD8B1CC11c258481709719cEafdc08c5Fa4c3c652 | 0.001053 ETH | Wallet | Block 23095992
🟢 0xEEFaDC3B7661A4Ad1F5044a3d26B2a5EC59d5320 | 0.001117 ETH | Wallet | Block 23095992
🟢 0xe576E27A400b8595e4a4a1362ffdc4eD18bb305b | 0.000329 ETH | Wallet | Block 23095992
🟢 0x70ec78BA1B5DbDC56b1508a97eF09dB9317a9b2d | 0.000080 ETH | Wallet | Block 23095992
🟢 0x30d92072e3Cb0A93Aa020608d980cFd50F760Ba7 | 0.000080 ETH | Wallet | Block 23095992
🟢 0x53d5798fC1542fa6Eec9626aA9DfFc07906fBDc9 | 0.000035 ETH | Wallet | Block 23095992
🟢 0x80A75EE204DF327843cB71AEC01DB0cFB07BC588 | 0.000290 ETH | Wallet | Block 23095992
🟢 0x935eF84C0C2F9923F7D5e5D7Fc578a0a11f8131d | 0.000080 ETH | Wallet | Block 23095992
💾 CSV flush: wrote 17 rows to dust_sniper_results_v2.csv
🟢 0x063EA3A3b90e0E9ba9A9E8D174c6393C3eb2c35D | 0.000032 ETH | Wallet | Block 23095993
🟢 0xd14C9d1cb9637503Ce26e71805940b70246D7FA9 | 0.009948 ETH | Wallet | Block 23095993
🟢 0x06d515Bc49A3DF370B103B86e5D64b061794E189 | 0.000376 ETH | Wallet | Block 23095993
🟢 0xBb31270aBCAd0d868256bA1C0f09Ee14a99c7Fc3 | 0.006271 ETH | Wallet | Block 23095993
🟢 0x6053a4c3F01feFfB3b1a5DA4a495E1A5308297F3 | 0.001260 ETH | Wallet | Block 23095993
🟢 0x8d25B7a6B3B3Bfc3de681a2Ab822f92dd7fcE909 | 0.000088 ETH | Wallet | Block 23095993
🟢 0x6b96BB47EFf6AE3660D56106F33d2b97cF35De96 | 0.001600 ETH | Wallet | Block 23095993
🟢 0x0FCfeFf5eB2770D34b11920Ac2E0BDE37a653f97 | 0.006416 ETH | Wallet | Block 23095993
🟢 0xBA51EA56c72dB4845a3aA4acF56c8f5eEb66f610 | 0.008165 ETH | Wallet | Block 23095993
🟢 0x991FdbD5c3dE525E64dAB8485dC101a1BD6Dc390 | 0.000178 ETH | Wallet | Block 23095993
🟢 0x61c683BD9290346d2Ac3a8aE43bC9Ee98608Ac8A | 0.000119 ETH | Wallet | Block 23095993
🟢 0x38FFFea996B09F6ee5A331656A4ccb4C7D09c8Ac | 0.000297 ETH | Wallet | Block 23095993
🟢 0xde84f7886eC03d1E97E2a5299344bF377587Fd83 | 0.000334 ETH | Wallet | Block 23095993
🟢 0x5Ecaf806F8d78905cebC1e51a3EEC3974E61D145 | 0.000047 ETH | Wallet | Block 23095993
🟢 0x65b7C1B7d86d46Bdd90ab4D83117f503a37CC157 | 0.000080 ETH | Wallet | Block 23095993
🟢 0x8C20509d821D02F0d0fDf5C294d3f75c43e6C048 | 0.000083 ETH | Wallet | Block 23095993
💾 CSV flush: wrote 16 rows to dust_sniper_results_v2.csv
🟢 0x7764Ff006d649C2A1D50E9FCC0CdBf8e6934EAEE | 0.006277 ETH | Wallet | Block 23095994
🟢 0x570BdFc0070a123e17ABA91c1Fe26C4c922c1578 | 0.000572 ETH | Wallet | Block 23095994
🟢 0x5B7FEA802244c57c6EC73f2122D922B62dF29Ebe | 0.000011 ETH | Wallet | Block 23095994
🟢 0x1685c15F7dF82FB49146efB9B046B3446bC40558 | 0.000055 ETH | Wallet | Block 23095994
🟢 0x0114e108D379eFFC8c47Dea5874a49755b9dDA94 | 0.001283 ETH | Wallet | Block 23095994
🟢 0x1Aa5A0064b1c8a4ffe7a2Ce1DCE9DD4156d752aB | 0.005187 ETH | Wallet | Block 23095994
🟢 0x32A0b68D122A64df6468C63054AC509490988F43 | 0.000119 ETH | Wallet | Block 23095994
🟢 0x10427f16382A8D178839E2bFe4831FC9d49bb2bD | 0.005846 ETH | Wallet | Block 23095994
🟢 0xe64D832b56093C85a80ceA4cB802eaD170f35f99 | 0.002176 ETH | Wallet | Block 23095994
🟢 0x38160BC5359339df30D84e76c7A2d19Ca8c280D5 | 0.000282 ETH | Wallet | Block 23095994
🟢 0x181F8861be09dCF797F8f2b0f07fC4dBAfd401C9 | 0.003811 ETH | Wallet | Block 23095994
🟢 0x8cE4a6053c0956e75165F046778409d27342df0E | 0.000020 ETH | Wallet | Block 23095994
🟢 0x68e4995EfDeE4e8Bd7c173b86AC1F889262F2Fcb | 0.003300 ETH | Wallet | Block 23095994
🟢 0xA57f039726a27604B8a7A17d0339E71D71B84469 | 0.000538 ETH | Wallet | Block 23095994
🟢 0xE2ba3F435107F9DceafB499e3e5C677331221573 | 0.005058 ETH | Wallet | Block 23095994
🟢 0x787511fdc3Ac5c4af73324bff33b5b152B2660D2 | 0.000087 ETH | Wallet | Block 23095994
🟢 0x7A48D443636B9823f4435116F5ff31DA7c5009A4 | 0.000087 ETH | Wallet | Block 23095994
🟢 0x5fBa5FD29338d9e28a282BEFffBC72c09041eF74 | 0.000087 ETH | Wallet | Block 23095994
🟢 0x2B1FCFEB2acC30A8f44d7BF14d0f5976fb38162a | 0.003030 ETH | Wallet | Block 23095994
🟢 0x25c3080c6661DdC75F87bC2f4a42D7a345C3125c | 0.000040 ETH | Wallet | Block 23095994
💾 CSV flush: wrote 20 rows to dust_sniper_results_v2.csv
🟢 0x0f70827dAAb0aCE37717b90E2aD41fFFB3Dfc0d2 | 0.005742 ETH | Wallet | Block 23095995
🟢 0xDFC354F666fE5c1ca7884B6305a5B4735537DE54 | 0.000952 ETH | Wallet | Block 23095995
🟢 0x2e0564054Be8DaFdb48198E1bdA28bE90612C06A | 0.000015 ETH | Wallet | Block 23095995
🟢 0xFd1DB64bE696863a8BB8752ab0fc34DeE8996eba | 0.004445 ETH | Wallet | Block 23095995
🟢 0x086498dcC003C6026b09AC59B0087b0b5863e6F0 | 0.001414 ETH | Wallet | Block 23095995
🟢 0x12E91eC96c7666e5BB3c282E9cA17A6243bBcC2A | 0.000119 ETH | Wallet | Block 23095995
🟢 0xe5920383CFedb9692a59A167eA807A7bD321DDE6 | 0.000016 ETH | Wallet | Block 23095995
🟢 0x5270248D1D0A75D827905aE2b6fbA32fcb00606c | 0.000120 ETH | Wallet | Block 23095995
🟢 0xa0C0A5A867a0C038901CbEf35a825BcD2C41a8CE | 0.000290 ETH | Wallet | Block 23095995
🟢 0x9ce0a7735d5b1dF6905BEEDdBe79fD39e816a82C | 0.000342 ETH | Wallet | Block 23095995
🟢 0x3Ed8c30E5Bca68f77Af20fc223122c13DBc9711F | 0.000026 ETH | Wallet | Block 23095995
🟢 0x67fc7798f9f0ceD6521f67Cc0C09e5708012d5c7 | 0.000149 ETH | Wallet | Block 23095995
🟢 0x5ACf8BF1b963Aa923daee124A7D9b1BA437E6838 | 0.002180 ETH | Wallet | Block 23095995
🟢 0xfb0B361FD950d42d3FE661Cf32D321be2e3d2F23 | 0.004317 ETH | Wallet | Block 23095995
🟢 0x90d339B7991b91251e759118fd2239f09f30716e | 0.003364 ETH | Wallet | Block 23095995
🟡 0x286A81a944Da28eC52e85Dba13E04a1003C116f5 | 0.004145 ETH | Contract | Block 23095995
🟢 0x3BFA9870C1D49D4b9B8E5e3A23B8d0CBcA3B3a36 | 0.000901 ETH | Wallet | Block 23095995
🟢 0xb030Ed62168338290fc1254C52136656B7A0FA03 | 0.003990 ETH | Wallet | Block 23095995
🟢 0xB0951A992716c73242FB9E6eb6B4Dc93Fe7b2ca1 | 0.010000 ETH | Wallet | Block 23095995
🟢 0xcAbcb20a149621fA8828AfA5CB1244eEfE1319ad | 0.000091 ETH | Wallet | Block 23095995
🟢 0xb3935E076659F14C773207Dcc1432Bdb061Ee593 | 0.000091 ETH | Wallet | Block 23095995
🟢 0x57b33DA2Fcc6Bc34936DdF09eB6AB1f95c122CCA | 0.000091 ETH | Wallet | Block 23095995
🟢 0x678661518408E2118ce2AB2094c87Edb6039Ad6F | 0.000090 ETH | Wallet | Block 23095995
🟢 0x307f3c88069d7a937C90cf888B7afd4589D6D9C8 | 0.002223 ETH | Wallet | Block 23095995
💾 CSV flush: wrote 24 rows to dust_sniper_results_v2.csv
🟢 0xDc1E46Ea77d85b5D4a8412EC2488558a12B65633 | 0.000814 ETH | Wallet | Block 23095996
🟢 0xb0Bd89609640c790686701ACe3486d984ad7e5a0 | 0.000203 ETH | Wallet | Block 23095996
🟢 0xD8153AF72bE9ef8A40117d4e34b250550AEB3c0f | 0.000020 ETH | Wallet | Block 23095996
🟢 0x26b7725C4ba2D419B937a5aCA8FCf28471994896 | 0.006754 ETH | Wallet | Block 23095996
🟢 0x4CE74E7f63b31Ef74B8613b064C78aD90CEcaC64 | 0.000067 ETH | Wallet | Block 23095996
🟢 0x7b09b3c9d2BFf68CBCbaB7d42E99F85C2E2ea37F | 0.000028 ETH | Wallet | Block 23095996
🟢 0x051E14521Cd91Ea19AB8D637099A230380B4E36B | 0.000126 ETH | Wallet | Block 23095996
🟢 0xfCe4519418038F89fAb2cdFf58Bf6da4A9A96ACE | 0.000047 ETH | Wallet | Block 23095996
🟢 0xe7f81C21152fbE89339cb44C961b105b786817A9 | 0.000121 ETH | Wallet | Block 23095996
🟢 0x31Cbd745fF9d8CAC5bc7D935e79B71eb6854d92a | 0.001129 ETH | Wallet | Block 23095996
🟢 0x5F0fBe8647F3B663E65C761Fbe82b8F7a9B8209f | 0.000120 ETH | Wallet | Block 23095996
🟢 0xeDac8D0adaaBC978e5Baa9679d2cDC62B07B09EC | 0.003566 ETH | Wallet | Block 23095996
🟢 0x4e98103087F8Ec591C4A87b0034168565eD5b6d2 | 0.000012 ETH | Wallet | Block 23095996
🟢 0x8174e20A68C71aB3D91C47d14D056c95f4c28C8B | 0.000081 ETH | Wallet | Block 23095996
🟢 0xE147b8D7496292FaaB84B3D2780925de22e0e2C0 | 0.000081 ETH | Wallet | Block 23095996
🟢 0xfB2D18fAd9061109f7fc185CD8d65D807C7ce7cC | 0.010000 ETH | Wallet | Block 23095996
🟢 0x12CD0D5740AAb1761e89ead42A9f000c85aBB3CE | 0.002096 ETH | Wallet | Block 23095996
🟢 0x242107499b57B9706735Ca1e8b0F271eD69F0fe7 | 0.000015 ETH | Wallet | Block 23095996
🟢 0xb821113d2f1fCfF3739f9A9DB25B2Af808eC1577 | 0.000021 ETH | Wallet | Block 23095996
🟢 0xDAA19FDeA1AD9b80A8e97fe30cfAAdF8922cF349 | 0.000015 ETH | Wallet | Block 23095996
💾 CSV flush: wrote 20 rows to dust_sniper_results_v2.csv
🟡 0xC8FA50EfCcA72ecF5F4eA7769fbD84435d82ac14 | 0.002800 ETH | Contract | Block 23095997
🟢 0xc510F01526eA3864967dcd34725A26C1FbB778a1 | 0.002005 ETH | Wallet | Block 23095997
🟢 0xcEF4b313333B8eB3635dc3A272B0BA02610ad08b | 0.001052 ETH | Wallet | Block 23095997
🟢 0x8C6C2cC1FAA47726E96f7eE0ff4869b56Fb57C24 | 0.003945 ETH | Wallet | Block 23095997
🟢 0x2F2142b3C59d0274Bf9b9f36590748caBF5d5002 | 0.002971 ETH | Wallet | Block 23095997
🟢 0xA3003eDa3E79a0b7f33ee4b759328ccC8317cd4E | 0.002310 ETH | Wallet | Block 23095997
🟢 0xe266c12136eF3a09C51e82a7ACe24d118E446F99 | 0.000096 ETH | Wallet | Block 23095997
🟢 0x144247e96a1dc0c1B316A5a69d10288CA96144DE | 0.004381 ETH | Wallet | Block 23095997
🟢 0x2F3EfcAdCf9e6CE36FA0C7bB03FEBcadf0Caf23C | 0.000350 ETH | Wallet | Block 23095997
🟢 0x7eFEBAFaf453E8AbE9Fd6Cc613B575fBF6Ac82C7 | 0.000282 ETH | Wallet | Block 23095997
🟢 0xA252d0f1cBEf8901Bcf6A6412fEFFaF163F9d047 | 0.008109 ETH | Wallet | Block 23095997
🟢 0x92375c5C78ac035015CB6ffF48bc5c23CC2E189E | 0.001650 ETH | Wallet | Block 23095997
🟢 0x0f45d55883a5De8f03bf078029B442817d8168aA | 0.000465 ETH | Wallet | Block 23095997
🟢 0xD3582f05597A8DA57794376dd6ed07a50dc1Ad9C | 0.008718 ETH | Wallet | Block 23095997
🟢 0xAd5f31D2aaE214CF5FdE5523640ae77568bb6446 | 0.000818 ETH | Wallet | Block 23095997
🟢 0x86dD05785cac66Cb164555b90e87845C68ba30dF | 0.000056 ETH | Wallet | Block 23095997
🟢 0x897Bf0Fd1cB80195997875f65F2d762746ae5Ce0 | 0.000524 ETH | Wallet | Block 23095997
🟢 0x8db5500080136B8dE0CcFb59CaE2B0Af0CB93D20 | 0.000022 ETH | Wallet | Block 23095997
🟢 0x5e7cFeD995A475382cDac93BEF518cD3b883f1A6 | 0.001975 ETH | Wallet | Block 23095997
🟢 0xc6A6bB02c3fefE47751757241795a8660E8647f2 | 0.000081 ETH | Wallet | Block 23095997
🟢 0x5e82E08991D5f2AFA4F47914A505A2eCf66bb797 | 0.000081 ETH | Wallet | Block 23095997
🟢 0x8005268074cc3356985a0D99142652f98765dA2d | 0.000091 ETH | Wallet | Block 23095997
🟢 0xe3aec1Df6e77cDeA2AfD815129442703cadaDbB5 | 0.000091 ETH | Wallet | Block 23095997
🟢 0x855E508c9e2dFb9994772C4a5eAcE9d1323b1F25 | 0.000210 ETH | Wallet | Block 23095997
🟢 0xe06f4e073998490ad243b81Eb51aae68dD71097b | 0.006793 ETH | Wallet | Block 23095997
💾 CSV flush: wrote 25 rows to dust_sniper_results_v2.csv
🟢 0x9F02AA0750BD37a8961C47ca5D48721AC4Af9925 | 0.000221 ETH | Wallet | Block 23095998
🟢 0x5cdaC4e89C3517F1F8dd4c76702A972EE56D3aA8 | 0.000097 ETH | Wallet | Block 23095998
🟢 0x477Bce28bBd630E9fA5856841d9d840D8BFc0c02 | 0.000012 ETH | Wallet | Block 23095998
🟢 0x615dBaD8cD4a2b5C9884ACB3ce0B4E38Eb3a15A0 | 0.000696 ETH | Wallet | Block 23095998
🟢 0x35fF2494953E1Faa719A5f6993734575Ed560fc4 | 0.000340 ETH | Wallet | Block 23095998
🟢 0x2bd45301359ca7b9c8D218186cf607690f4e3456 | 0.000243 ETH | Wallet | Block 23095998
🟢 0x3f103C2Cfe408118eE017E681401030cB1657437 | 0.000153 ETH | Wallet | Block 23095998
🟢 0x00663FB69BF20E3B6b79d8339E0862F328824EBa | 0.000028 ETH | Wallet | Block 23095998
🟢 0x7c82e05D5fAe76B69E70dd43de5D6C18EA0eCdDF | 0.002203 ETH | Wallet | Block 23095998
🟢 0xbe39384bbdEA8543E14f929BA6fC68Dc24D0959e | 0.000040 ETH | Wallet | Block 23095998
🟢 0x0F40E63eC9FEd586dB547bc094B7568776C1FA3A | 0.000118 ETH | Wallet | Block 23095998
🟢 0xdE1A000376404Fa7257eFAEEDe3d3017e3666f34 | 0.000091 ETH | Wallet | Block 23095998
🟢 0xE9498Dc7A902d4A23C43374b0e6E4a0442EDb568 | 0.000091 ETH | Wallet | Block 23095998
🟢 0x6119471f3B9E06aCE7573EFFA4890D92f0545849 | 0.000021 ETH | Wallet | Block 23095998
🟢 0xF94c5e26a77f18F383Fd7bd0f0a0B2012fB92Cda | 0.000333 ETH | Wallet | Block 23095998
💾 CSV flush: wrote 15 rows to dust_sniper_results_v2.csv
🟢 0x5F3bbedcAaAa5066a2C1be9c62b3207962a63B2b | 0.006736 ETH | Wallet | Block 23095999
🟢 0xCEAE5bE62205A32A53643f46a92CD6A9ccb6EEc6 | 0.009962 ETH | Wallet | Block 23095999
🟢 0x0adA76D63c230398bb9C3980d07521cF67Df51fA | 0.000011 ETH | Wallet | Block 23095999
🟢 0x74F6770e272d9AdDf6C2a29AE2d7D552670e0Cec | 0.000025 ETH | Wallet | Block 23095999
🟢 0x1e9056cD7aB92e66860DF5eCd566e5A332b5c0D0 | 0.000292 ETH | Wallet | Block 23095999
🟢 0x542Bcf5050d730362d0315be01319Aab7d2c8FDd | 0.000801 ETH | Wallet | Block 23095999
🟢 0xd1b9F681E4241C85F83086E3ae03947E764d1E30 | 0.000019 ETH | Wallet | Block 23095999
🟢 0x72bAbd628EB8a9257Eb43B49D9fbb582C3caee74 | 0.000286 ETH | Wallet | Block 23095999
🟢 0xF9EFFF3F98ED1B897a79EF6040224f5f605dAC4F | 0.002613 ETH | Wallet | Block 23095999
🟢 0xA33bbC8F1B905aEE5c5814e157e7e99dd093be5F | 0.000086 ETH | Wallet | Block 23095999
🟢 0x752921F9B0706Db3a4f4c66d91998cbf518B7bE2 | 0.000086 ETH | Wallet | Block 23095999
💾 CSV flush: wrote 11 rows to dust_sniper_results_v2.csv
🟢 0x87C83F9056c4306a6B95D5EEF673DB4Cb84f37E3 | 0.000026 ETH | Wallet | Block 23096000
🟢 0xA5Bf2E2fE26e899d5Fc507367629a8C5Ee150862 | 0.000149 ETH | Wallet | Block 23096000
🟢 0xAa68d07ceC8d6e24D7E87aD6097761872F741571 | 0.000111 ETH | Wallet | Block 23096000
🟢 0x4BF3524057A47ad912D8B164A7B3721af090c81f | 0.000433 ETH | Wallet | Block 23096000
🟢 0x2304bb29242B51585279f618674CbbdD9DA5a4CB | 0.000097 ETH | Wallet | Block 23096000
🟢 0x68f205C7d6e91a46910b4b93a3D590313a619A15 | 0.000331 ETH | Wallet | Block 23096000
🟢 0x3461b7243639164f6c46EfcC48BB84157cb53221 | 0.000369 ETH | Wallet | Block 23096000
🟢 0x2E74EE283C861e7259bb5767aBE0e38B3889054a | 0.000369 ETH | Wallet | Block 23096000
🟢 0x77516E39eB41C2F8270C7d618497500f6ed63609 | 0.000725 ETH | Wallet | Block 23096000
🟡 0xeb72D2496366990beDdBa7D080504a240a477C45 | 0.000153 ETH | Contract | Block 23096000
🟢 0x38aCEa3ff1EBEaCC56C3460083E9B994b9F54d92 | 0.000258 ETH | Wallet | Block 23096000
🟢 0x26F294BDa1712A3fc75CDAe92d75C23adb7DF770 | 0.000019 ETH | Wallet | Block 23096000
🟢 0x73E5cB9897DBD3e04Bd1Dd7280d3921Ae9d29131 | 0.001826 ETH | Wallet | Block 23096000
🟢 0x95298F1c6A93302F499E2B9027f35EED435eDf64 | 0.000746 ETH | Wallet | Block 23096000
🟢 0x18DBe99360E4650dbAb41ea0DE87926CA769DBC0 | 0.006893 ETH | Wallet | Block 23096000
🟢 0x5e50729E195834D5C9e414E1f13380183bA2ED0b | 0.000356 ETH | Wallet | Block 23096000
🟢 0x51FFC694417934f7587E3233e06d3eFe93F2cBB9 | 0.000021 ETH | Wallet | Block 23096000
🟢 0xA789114618F2cAb83b7a00E8AbC54d8B14f89B63 | 0.000325 ETH | Wallet | Block 23096000
🟢 0x89b2381841d4e471eC6Ace34B9338871940e972e | 0.000096 ETH | Wallet | Block 23096000
🟢 0x3DBC6535f24B9Fa0A036175d7723A10Df403063F | 0.000040 ETH | Wallet | Block 23096000
🟢 0xc429346648859D890C4F171a85167382b7882518 | 0.000058 ETH | Wallet | Block 23096000
🟢 0x28f8E2E136f31EeA2A7B62836713b428A447C3a5 | 0.004612 ETH | Wallet | Block 23096000
🟢 0xc4dF83DC6CE87581E4d40631431cA438a2783C05 | 0.001867 ETH | Wallet | Block 23096000
🟢 0x375AD5e4C0f0A9E477CE26fA666070168b7656FF | 0.000086 ETH | Wallet | Block 23096000
🟢 0x946007de4a39CFA2D62adc9BA96236ee2aE3Be51 | 0.000086 ETH | Wallet | Block 23096000
🟢 0x0626B20f8eF33C91457B1F789C68f5fE93665Ddc | 0.000086 ETH | Wallet | Block 23096000
🟢 0x84911E1F52BB18102AbcDF66482d0E72bA7922DE | 0.000089 ETH | Wallet | Block 23096000
🟢 0xc84450C93f73f9FaF366A21ADF336a9aF484376f | 0.000355 ETH | Wallet | Block 23096000
🟢 0x087A921D2E8B8aF4F6dC757d5F9C0c9100518680 | 0.007252 ETH | Wallet | Block 23096000
🟢 0xE7fC26e85dEbf4C706Efa4Dd371dc11F61EBbB29 | 0.000015 ETH | Wallet | Block 23096000
🟢 0xaE4166dC4dCb9FE9649a871a6f3b92B2b8B702e2 | 0.005374 ETH | Wallet | Block 23096000
🟢 0x5BFF8BfF7Cc569489B2f7b9A4F1b93C9BE3fa0DB | 0.003313 ETH | Wallet | Block 23096000
💾 CSV flush: wrote 32 rows to dust_sniper_results_v2.csv
🟡 0x3927ab67622a111E99AB7fb78727C4bB1EE6d3D6 | 0.001267 ETH | Contract | Block 23096001
🟢 0x044faf8e3a1a1A517ecb021F51e8201407dFf75c | 0.004000 ETH | Wallet | Block 23096001
🟢 0x63E17195e3704439D3f2781707c808Cbbdcfec88 | 0.001680 ETH | Wallet | Block 23096001
🟡 0xbe0C5951B2b31B1215f0e21A60669F0B4f6a56e1 | 0.000116 ETH | Contract | Block 23096001
🟢 0xA867AE69b1e626A0B7Fa552A56b15907aE07D3d2 | 0.000340 ETH | Wallet | Block 23096001
🟢 0x21FBAAecc52485a1aA9937D6dAC2f1De9886A63D | 0.000285 ETH | Wallet | Block 23096001
🟢 0x978634E96f8CffaB39BABb1Abc5093d4aa59724d | 0.000020 ETH | Wallet | Block 23096001
🟢 0x5D19df0f3bE9936F420dFfE7eb705D4d5139e1D9 | 0.000213 ETH | Wallet | Block 23096001
🟢 0x7f67a160DCB280ead043b7D7c798fC83EfF9EB74 | 0.000114 ETH | Wallet | Block 23096001
🟢 0x50E3F4A36908FF34EF2fF46f6558530f5845d409 | 0.000249 ETH | Wallet | Block 23096001
🟢 0x704393FBD6fcC7573318a04019ce04DC6f62E731 | 0.000017 ETH | Wallet | Block 23096001
🟢 0xE0bE4B3603Aa9478DA1F42D90499F1636F68F9Fb | 0.000089 ETH | Wallet | Block 23096001
🟢 0x906FFE9912821B59B76e9db00cDf722b1E1f1fA3 | 0.000089 ETH | Wallet | Block 23096001
🟢 0x9169eDf77fB232E4Df2AAc42291D7b5DC3298be9 | 0.000085 ETH | Wallet | Block 23096001
💾 CSV flush: wrote 14 rows to dust_sniper_results_v2.csv
🟢 0x92d26332B975dcB8Cd7203B24684DD2364bA998A | 0.003459 ETH | Wallet | Block 23096002
🟢 0x58eEfd863153474468e019b507dcc0808119d055 | 0.003557 ETH | Wallet | Block 23096002
🟢 0xC0D3Ea145B0D18D0BC09c051c74F07238a08C539 | 0.000020 ETH | Wallet | Block 23096002
🟢 0x73f7d191799b5fa2340aEF1843E719b3344645c0 | 0.001649 ETH | Wallet | Block 23096002
🟢 0x8A457346a17a5f447746E309abeeB42f2D0De0FF | 0.000222 ETH | Wallet | Block 23096002
🟢 0xcA77d82565B826Bd9B5495fEe7162A67F8bbeFC7 | 0.002360 ETH | Wallet | Block 23096002
🟢 0xf9c2A415Bd1Ad05379382C2dCc452f6B70c89F04 | 0.005697 ETH | Wallet | Block 23096002
🟢 0x57d33efFD997Af12762702Bf1Eaa3bB71F74eF80 | 0.000345 ETH | Wallet | Block 23096002
🟢 0x68060639f422167E6567d3EfC0Ac9e84DECd9B28 | 0.000134 ETH | Wallet | Block 23096002
🟢 0x1a69dE7dF36553Ce5DBA7d2e711b2407ef375d67 | 0.000134 ETH | Wallet | Block 23096002
🟢 0x4e81ea28Cf75617aD53548B9675A8DEB7c262190 | 0.004906 ETH | Wallet | Block 23096002
🟢 0x54471E68bFba3E60EC55160ae718874aB1886d6B | 0.001684 ETH | Wallet | Block 23096002
🟢 0xb4c1670503D22eE3B24209eD378221eB153a730b | 0.000117 ETH | Wallet | Block 23096002
🟢 0x31C17e582c89Af4dFBE50C187180e836D0cE2fD6 | 0.000225 ETH | Wallet | Block 23096002
🟢 0xF20A6Fc3a51a160474b62E88089a3D6F56C67327 | 0.001629 ETH | Wallet | Block 23096002
🟢 0xb8c4d5a2802575bb8cE9218E96110db629A84fba | 0.000015 ETH | Wallet | Block 23096002
🟢 0xcDa30C8d858C050bAA010Def881727bBF434A3Fb | 0.006398 ETH | Wallet | Block 23096002
🟢 0xD3B3Bbd931a3bf0A873a10e741B35E83f20D6ac6 | 0.000270 ETH | Wallet | Block 23096002
